,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Brand,New_Year
4285,Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,5763.93,2013,51167,Petrol,Manual,First,16,1198,73,5,Volkswagen,11
4286,Volkswagen Vento Diesel Trendline,Chennai,7281.56,2012,130000,Diesel,Manual,First,20,1598,103,5,Volkswagen,12
4287,Honda City ZX GXi,Mumbai,2682.68,2007,63000,Petrol,Manual,Second,17,1497,78,5,Honda,17
4288,Hyundai Verna Transform Xxi ABS,Bangalore,6055.19,2011,60000,Petrol,Manual,First,16,1599,103,5,Hyundai,13
4289,Hyundai Accent GLE,Pune,1532.96,2005,123200,Petrol,Manual,Second,13,1495,94,5,Hyundai,19
4290,Skoda Laura Ambiente 2.0 TDI CR AT,Jaipur,6898.32,2011,115692,Diesel,Automatic,First,20,1968,138,5,Skoda,13
4291,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Coimbatore,26412.9,2011,87073,Petrol,Automatic,First,10,2497,204,5,Mercedes-Benz,13
4292,Hyundai i20 Sportz 1.2,Kochi,8829.85,2015,40901,Petrol,Manual,First,18,1197,81,5,Hyundai,9
4293,Hyundai i10 Magna 1.2,Coimbatore,6622.39,2013,36264,Petrol,Manual,First,20,1197,78,5,Hyundai,11
4294,Hyundai i10 Magna 1.1L,Delhi,2912.62,2009,60000,Petrol,Manual,Second,19,1086,68,5,Hyundai,15
4295,Volkswagen Ameo 1.2 MPI Anniversary Edition,Pune,8431.28,2018,20000,Petrol,Manual,First,17,1198,74,5,Volkswagen,6
4296,Toyota Camry 2.5 G,Mumbai,20694.96,2014,68400,Petrol,Automatic,First,12,2494,178,5,Toyota,10
4297,Mahindra XUV500 W8 2WD,Bangalore,14946.36,2013,71231,Diesel,Manual,Second,16,2179,140,7,Mahindra,11
4298,Skoda Superb Elegance 2.0 TDI CR AT,Hyderabad,14471.14,2011,75000,Diesel,Automatic,First,17,1968,138,5,Skoda,13
4299,Maruti Wagon R VXI AMT,Mumbai,6821.67,2018,1997,Petrol,Automatic,First,22,998,67,5,Maruti,6
4300,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,13566.7,2016,47300,Diesel,Manual,First,24,1248,88,5,Maruti,8
4301,Hyundai Santro Xing GL,Delhi,3295.86,2012,61449,Petrol,Manual,First,17,1086,62,5,Hyundai,12
4302,Volkswagen Vento Diesel Comfortline,Kochi,7496.17,2013,47910,Diesel,Manual,First,20,1598,103,5,Volkswagen,11
4303,Volkswagen Polo 1.5 TDI Highline,Hyderabad,9581.0,2015,62000,Diesel,Manual,First,20,1498,88,5,Volkswagen,9
4304,Maruti Swift ZDi,Chennai,7358.21,2012,65060,Diesel,Manual,First,22,1248,74,5,Maruti,12
4305,Hyundai i10 Era 1.1,Jaipur,2759.33,2008,82203,Petrol,Manual,First,19,1086,68,5,Hyundai,16
4306,Mahindra XUV500 W8 2WD,Kolkata,11113.96,2013,44000,Diesel,Manual,First,16,2179,140,7,Mahindra,11
4307,Maruti Ertiga VDI,Coimbatore,11589.18,2014,53817,Diesel,Manual,First,25,1248,88,7,Maruti,10
4308,Mahindra XUV500 W8 2WD,Kochi,10454.79,2013,61591,Diesel,Manual,First,16,2179,140,7,Mahindra,11
4309,Tata Manza Aura Quadrajet BS IV,Jaipur,2759.33,2011,86500,Diesel,Manual,Second,21,1248,88,5,Tata,13
4310,Mercedes-Benz E-Class 280 CDI,Pune,17629.04,2009,100000,Diesel,Automatic,First,11,2987,198,5,Mercedes-Benz,15
4311,Maruti SX4 Zxi with Leather BSIII,Chennai,4292.29,2010,87000,Petrol,Manual,First,15,1586,104,5,Maruti,14
4312,Maruti Wagon R AMT VXI,Hyderabad,8431.28,2016,35000,Petrol,Automatic,First,20,998,67,5,Maruti,8
4313,Datsun GO NXT,Kolkata,4138.99,2016,6000,Petrol,Manual,First,20,1198,67,5,Datsun,8
4314,Ford Figo Diesel ZXI,Jaipur,4982.12,2014,59327,Diesel,Manual,First,20,1399,68,5,Ford,10
4315,Skoda Superb Elegance 2.0 TDI CR AT,Coimbatore,16709.26,2014,81001,Diesel,Automatic,First,17,1968,138,5,Skoda,10
4316,Hyundai i20 1.2 Magna,Kochi,6239.15,2014,44612,Petrol,Manual,First,18,1197,80,5,Hyundai,10
4317,Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,27593.28,2016,42388,Diesel,Automatic,First,11,2755,171,7,Toyota,8
4318,Honda Brio V MT,Mumbai,4522.23,2012,54000,Petrol,Manual,First,19,1198,86,5,Honda,12
4319,Skoda Superb Elegance 2.0 TDI CR AT,Mumbai,11497.2,2011,83010,Diesel,Automatic,First,17,1968,138,5,Skoda,13
4320,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,50173.78,2016,65405,Diesel,Automatic,First,13,2143,204,5,Mercedes-Benz,8
4321,Toyota Fortuner 4x2 AT TRD Sportivo,Delhi,32958.64,2015,36000,Diesel,Automatic,Second,12,2982,168,7,Toyota,9
4322,Maruti SX4 ZXI MT BSIV,Pune,3832.4,2008,85000,Petrol,Manual,First,16,1586,103,5,Maruti,16
4323,Honda Jazz 1.5 V i DTEC,Ahmedabad,8431.28,2016,35000,Diesel,Manual,First,27,1498,98,5,Honda,8
4324,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,11497.2,2012,54000,Petrol,Automatic,First,14,1794,138,5,Toyota,12
4325,Honda City ZX VTEC,Mumbai,2376.09,2007,70000,Petrol,Manual,First,16,1497,100,5,Honda,17
4326,BMW X1 xDrive 20d M Sport,Kolkata,44455.84,2017,27001,Diesel,Automatic,First,20,1995,190,5,BMW,7
4327,Maruti Swift DDiS VDI,Coimbatore,12876.86,2019,41075,Diesel,Manual,First,28,1248,74,5,Maruti,5
4328,Mahindra KUV 100 mFALCON D75 K8,Hyderabad,9964.24,2016,26000,Diesel,Manual,First,25,1198,77,6,Mahindra,8
4329,Honda Jazz Mode,Mumbai,3602.46,2010,55000,Petrol,Manual,First,16,1198,90,5,Honda,14
4330,Maruti Swift ZXI,Mumbai,8507.93,2016,19000,Petrol,Manual,First,20,1197,81,5,Maruti,8
4331,Hyundai Grand i10 Asta Option AT,Mumbai,8201.34,2016,15000,Petrol,Automatic,First,18,1197,82,5,Hyundai,8
4332,Honda Amaze SX i-VTEC,Chennai,8048.04,2016,37000,Petrol,Manual,First,17,1198,86,5,Honda,8
4333,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,8998.48,2017,38712,Petrol,Manual,First,18,1197,81,5,Hyundai,7
4334,Volkswagen Vento Diesel Comfortline,Kochi,8216.67,2014,52400,Diesel,Manual,First,20,1598,103,5,Volkswagen,10
4335,Maruti Ciaz 1.3 S,Bangalore,11880.44,2016,23988,Diesel,Manual,First,28,1248,88,5,Maruti,8
4336,Volkswagen Vento Petrol Highline AT,Kochi,8293.31,2014,32283,Petrol,Automatic,Second,14,1598,103,5,Volkswagen,10
4337,Hyundai i20 1.2 Magna,Bangalore,5595.3,2010,52000,Petrol,Manual,First,18,1197,80,5,Hyundai,14
4338,Honda Brio VX AT,Pune,8048.04,2016,32000,Petrol,Automatic,First,16,1198,86,5,Honda,8
4339,Honda City i VTEC VX,Kolkata,9581.0,2014,39000,Petrol,Manual,First,17,1497,117,5,Honda,10
4340,Tata Nano XT,Coimbatore,5319.37,2017,14149,Petrol,Manual,First,23,624,37,4,Tata,7
4341,Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,13566.7,2006,103000,Petrol,Automatic,First,10,3498,364,5,Mercedes-Benz,18
4342,Maruti Wagon R LXI BSIII,Pune,1303.02,2004,82000,Petrol,Manual,First,14,1061,64,5,Maruti,20
4343,Skoda Superb Elegance 1.8 TSI AT,Mumbai,20924.9,2015,34000,Petrol,Automatic,First,13,1798,157,5,Skoda,9
4344,Audi Q7 35 TDI Quattro Technology,Coimbatore,76985.25,2016,45180,Diesel,Automatic,First,12,2967,241,7,Audi,8
4345,Maruti Swift ZXI Plus,Ahmedabad,11880.44,2018,2000,Petrol,Manual,First,22,1197,81,5,Maruti,6
4346,Toyota Innova 2.5 G4 Diesel 7-seater,Coimbatore,15406.25,2011,82321,Diesel,Manual,First,12,2494,102,7,Toyota,13
4347,BMW 3 Series 320i Sedan,Kolkata,14946.36,2011,7000,Petrol,Automatic,First,12,1995,154,5,BMW,13
4348,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,35258.08,2015,27000,Diesel,Automatic,First,17,2143,136,5,Mercedes-Benz,9
4349,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,32836.0,2019,31271,Diesel,Manual,First,13,2393,147,8,Toyota,5
4350,Maruti Esteem LX BSII,Jaipur,1073.07,2003,55000,Petrol,Manual,Third,15,1298,112,5,Maruti,21
4351,Maruti Swift VDI BSIV,Delhi,7986.72,2014,24000,Diesel,Manual,First,25,1248,74,5,Maruti,10
4352,Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,11497.2,2009,147000,Diesel,Manual,First,12,2494,100,7,Toyota,15
4353,Toyota Etios Liva GD,Delhi,4062.34,2012,72351,Diesel,Manual,First,23,1364,112,5,Toyota,12
4354,Chevrolet Beat LT,Chennai,2682.68,2010,115000,Petrol,Manual,First,18,1199,79,5,Chevrolet,14
4355,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,1532.96,2010,82000,Diesel,Manual,Second,13,1399,68,5,Ford,14
4356,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,50587.68,2016,20000,Diesel,Automatic,First,19,2143,170,5,Mercedes-Benz,8
4357,Toyota Etios G,Kolkata,3372.51,2011,45560,Petrol,Manual,First,17,1496,88,5,Toyota,13
4358,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Kochi,19667.88,2017,57539,Diesel,Manual,First,12,2494,102,7,Toyota,7
4359,BMW 6 Series Gran Coupe,Kochi,105682.26,2018,20004,Diesel,Automatic,First,17,2993,313,4,BMW,6
4360,Skoda Rapid 1.5 TDI Ambition,Mumbai,6285.14,2012,54500,Diesel,Manual,First,21,1498,108,5,Skoda,12
4361,Hyundai EON Magna,Jaipur,4368.94,2016,27886,Petrol,Manual,First,22,814,55,5,Hyundai,8
4362,Honda CR-V 2.4L 4WD AT,Mumbai,5671.95,2007,66000,Petrol,Automatic,First,11,2354,158,5,Honda,17
4363,Skoda Laura Elegance 2.0 TDI CR AT,Coimbatore,13888.62,2013,72202,Diesel,Automatic,First,20,1968,138,5,Skoda,11
4364,Skoda Laura RS,Delhi,7281.56,2011,70000,Petrol,Manual,Second,13,1798,157,5,Skoda,13
4365,Honda City i DTec S,Jaipur,10117.54,2015,78233,Diesel,Manual,First,26,1498,98,5,Honda,9
4366,Tata New Safari 4X4 EX,Chennai,5365.36,2007,120203,Diesel,Manual,Second,13,2179,138,7,Tata,17
4367,Maruti Zen Estilo LXI BS IV,Pune,3065.92,2011,20575,Petrol,Manual,First,19,998,67,5,Maruti,13
4368,Honda Amaze S i-VTEC,Mumbai,5963.21,2013,39879,Petrol,Manual,First,17,1198,86,5,Honda,11
4369,Renault KWID 1.0 RXL,Jaipur,5518.66,2017,31056,Petrol,Manual,First,23,999,67,5,Renault,7
4370,Maruti Ciaz AT ZXi,Mumbai,10654.07,2015,50940,Petrol,Automatic,First,19,1373,91,5,Maruti,9
4371,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,10776.71,2016,99362,Diesel,Manual,First,22,1396,88,5,Hyundai,8
4372,Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,25293.84,2016,54000,Diesel,Manual,First,13,2393,147,7,Toyota,8
4373,Maruti Ciaz ZDi Plus SHVS,Coimbatore,11757.8,2016,54268,Diesel,Manual,First,28,1248,88,5,Maruti,8
4374,Jaguar XF Diesel,Coimbatore,35549.34,2012,94521,Diesel,Automatic,First,14,2993,270,5,Jaguar,12
4375,Hyundai Xcent 1.2 Kappa S,Kochi,9519.68,2017,38932,Petrol,Manual,First,19,1197,82,5,Hyundai,7
4376,Porsche Cayenne Diesel,Coimbatore,70240.23,2015,60395,Diesel,Automatic,First,16,2967,245,5,Porsche,9
4377,Hyundai Xcent 1.1 CRDi S,Mumbai,9121.11,2016,29000,Diesel,Manual,First,24,1120,71,5,Hyundai,8
4378,Audi A4 2.0 TDI Multitronic,Delhi,16862.56,2011,58000,Diesel,Automatic,First,16,1968,140,5,Audi,13
4379,Maruti Ciaz RS ZXi Plus,Coimbatore,11021.98,2016,60913,Petrol,Manual,First,20,1373,91,5,Maruti,8
4380,Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,9810.94,2011,65000,Diesel,Manual,First,12,2494,102,8,Toyota,13
4381,Mercedes-Benz New C-Class 220 CDI MT,Chennai,39856.96,2015,26000,Diesel,Manual,First,15,2148,170,5,Mercedes-Benz,9
4382,Hyundai i10 Sportz,Hyderabad,6898.32,2016,19947,Petrol,Manual,First,20,1197,78,5,Hyundai,8
4383,Hyundai i10 Sportz 1.2 AT,Chennai,4752.18,2011,70816,Petrol,Automatic,First,16,1197,78,5,Hyundai,13
4384,Maruti Baleno Zeta 1.3,Delhi,9121.11,2015,54000,Diesel,Manual,First,27,1248,74,5,Maruti,9
4385,Maruti Zen Estilo 1.1 VXI BSIII,Delhi,1839.55,2008,138000,Petrol,Manual,First,18,1061,64,5,Maruti,16
4386,BMW 7 Series 730Ld,Chennai,79713.92,2014,35000,Diesel,Automatic,First,16,2993,258,5,BMW,10
4387,Audi Q7 4.2 TDI Quattro Technology,Bangalore,73582.08,2015,50000,Diesel,Automatic,First,11,4134,335,7,Audi,9
4388,BMW X5 xDrive 30d,Hyderabad,33709.79,2011,124652,Diesel,Automatic,First,11,2993,245,5,BMW,13
4389,Maruti Ritz LXI,Hyderabad,6591.73,2013,80264,Petrol,Manual,First,21,1197,85,5,Maruti,11
4390,Nissan Sunny 2011-2014 Diesel XL,Pune,5748.6,2013,125600,Diesel,Manual,First,21,1461,84,5,Nissan,11
4391,Toyota Corolla Altis 1.8 Limited Edition,Mumbai,13719.99,2015,49000,Petrol,Manual,First,14,1798,138,5,Toyota,9
4392,Toyota Etios VXD,Pune,7281.56,2012,111000,Diesel,Manual,First,23,1364,67,5,Toyota,12
4393,Toyota Corolla Altis GL MT,Coimbatore,22381.22,2016,33690,Petrol,Manual,First,14,1798,138,5,Toyota,8
4394,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,26826.8,2012,50000,Diesel,Automatic,First,17,1968,174,5,Audi,12
4395,Maruti Ertiga ZDI,Kolkata,7971.39,2012,38092,Diesel,Manual,First,20,1248,88,7,Maruti,12
4396,Hyundai Grand i10 Sportz,Coimbatore,9259.08,2017,47774,Petrol,Manual,First,18,1197,82,5,Hyundai,7
4397,Tata Indigo CS LX (TDI) BS III,Chennai,4138.99,2009,167000,Diesel,Manual,Second,19,1396,69,5,Tata,15
4398,Maruti Swift Dzire AMT ZDI,Chennai,10347.48,2019,65000,Diesel,Automatic,First,26,1248,74,5,Maruti,5
4399,Volkswagen Polo Petrol Highline 1.6L,Kolkata,3602.46,2011,46000,Petrol,Manual,First,15,1598,103,5,Volkswagen,13
4400,Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,7664.8,2017,16500,Petrol,Manual,First,23,1199,84,5,Tata,7
4401,Honda City i VTEC VX,Kolkata,10654.07,2016,39000,Petrol,Manual,First,17,1497,117,5,Honda,8
4402,Honda Amaze V Petrol,Jaipur,10270.83,2018,6000,Petrol,Manual,First,19,1199,86,5,Honda,6
4403,Audi A4 35 TDI Premium,Hyderabad,38324.0,2015,60000,Diesel,Automatic,First,17,1968,174,5,Audi,9
4404,Volkswagen Vento Petrol Highline AT,Chennai,5748.6,2011,97320,Petrol,Automatic,First,14,1598,103,5,Volkswagen,13
4405,Volkswagen Vento Diesel Trendline,Chennai,5748.6,2011,99807,Diesel,Manual,First,20,1598,103,5,Volkswagen,13
4406,Honda City 1.5 S MT,Pune,7818.1,2013,46000,Petrol,Manual,First,17,1497,118,5,Honda,11
4407,Maruti Wagon R LXI,Mumbai,3755.75,2010,12000,Petrol,Manual,First,22,998,67,5,Maruti,14
4408,Skoda Superb 2.8 V6 AT,Kolkata,4982.12,2005,13002,Petrol,Automatic,First,9,2771,193,5,Skoda,19
4409,Honda City i DTEC SV,Kolkata,8431.28,2014,26000,Diesel,Manual,First,26,1498,98,5,Honda,10
4410,Maruti Wagon R LXI CNG,Kochi,5779.26,2014,68365,CNG,Manual,First,26,998,58,5,Maruti,10
4411,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,75482.95,2016,27833,Diesel,Automatic,First,17,2987,165,5,Mercedes-Benz,8
4412,Maruti Alto 800 LXI,Kochi,4660.2,2016,51639,Petrol,Manual,First,22,796,47,5,Maruti,8
4413,Hyundai i20 Magna 1.2,Delhi,7511.5,2015,21000,Petrol,Manual,First,18,1197,81,5,Hyundai,9
4414,Ford Ecosport 1.5 DV5 MT Trend,Bangalore,9581.0,2013,90000,Diesel,Manual,First,22,1498,89,5,Ford,11
4415,BMW 3 Series GT 320d Luxury Line,Hyderabad,50587.68,2015,36255,Diesel,Automatic,First,19,1995,184,5,BMW,9
4416,BMW X5 xDrive 30d,Chennai,41389.92,2011,58000,Diesel,Automatic,Second,11,2993,245,5,BMW,13
4417,Honda Amaze S i-Vtech,Coimbatore,7986.72,2014,48997,Petrol,Manual,Second,18,1198,86,5,Honda,10
4418,Ford EcoSport 1.5 Ti VCT MT Titanium,Mumbai,8814.52,2014,31130,Petrol,Manual,First,15,1499,110,5,Ford,10
4419,Jaguar XF 3.0 Litre S Premium Luxury,Coimbatore,25416.48,2012,75668,Diesel,Automatic,First,14,2993,270,5,Jaguar,12
4420,Toyota Corolla 1.8 J,Delhi,16862.56,2015,12000,Petrol,Manual,First,14,1798,138,5,Toyota,9
4421,Hyundai i10 Sportz,Pune,4292.29,2014,90000,Petrol,Manual,Second,20,1197,78,5,Hyundai,10
4422,Mercedes-Benz New C-Class C220 CDI Executive Edition,Kochi,58237.15,2019,17320,Diesel,Automatic,First,15,2148,170,5,Mercedes-Benz,5
4423,Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,5595.3,2011,85000,Diesel,Manual,Second,20,1968,108,5,Skoda,13
4424,Ford Endeavour 4x2 XLT,Hyderabad,9197.76,2007,130000,Diesel,Manual,First,13,2499,141,7,Ford,17
4425,Ford Figo Petrol EXI,Coimbatore,6959.64,2013,60328,Petrol,Manual,First,15,1196,70,5,Ford,11
4426,Honda Amaze S i-Vtech,Kochi,8277.98,2015,34327,Petrol,Manual,First,18,1198,86,5,Honda,9
4427,Tata Indica Vista TDI LS,Mumbai,5058.77,2014,75000,Diesel,Manual,First,19,1405,70,5,Tata,10
4428,Volvo XC60 D4 Summum,Hyderabad,27976.52,2012,86000,Diesel,Automatic,Second,14,1985,163,5,Volvo,12
4429,Datsun Redi GO Sport,Bangalore,4752.18,2017,12000,Petrol,Manual,First,22,799,53,5,Datsun,7
4430,Hyundai EON Era Plus,Kochi,5886.57,2013,57759,Petrol,Manual,First,21,814,55,5,Hyundai,11
4431,Maruti Alto 800 VXI,Kolkata,3740.42,2016,24300,Petrol,Manual,First,22,796,47,5,Maruti,8
4432,Volkswagen Polo Petrol Trendline 1.2L,Bangalore,5518.66,2011,66000,Petrol,Manual,Second,16,1198,73,5,Volkswagen,13
4433,Hyundai i10 Asta,Mumbai,5978.54,2015,75915,Petrol,Manual,First,20,1197,78,5,Hyundai,9
4434,Nissan Sunny 2011-2014 XL,Chennai,4445.58,2013,107000,Petrol,Manual,Second,16,1498,97,5,Nissan,11
4435,Toyota Corolla Altis G,Chennai,5365.36,2008,86000,Petrol,Manual,Second,14,1798,138,5,Toyota,16
4436,Hyundai Verna CRDi ABS,Chennai,5365.36,2009,160000,Diesel,Manual,Second,18,1493,110,5,Hyundai,15
4437,Maruti Alto 800 2016-2019 LXI Optional,Jaipur,5365.36,2019,3000,Petrol,Manual,First,24,796,47,5,Maruti,5
4438,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,10730.72,2015,72495,Diesel,Manual,First,21,1396,88,5,Hyundai,9
4439,Hyundai Verna 1.6 CRDi AT S,Chennai,13336.75,2016,33000,Diesel,Automatic,First,19,1582,126,5,Hyundai,8
4440,Audi Q7 3.0 TDI Quattro Technology,Hyderabad,68983.2,2014,60000,Diesel,Automatic,First,12,2967,241,7,Audi,10
4441,Tata Indica V2 eLS,Hyderabad,2759.33,2016,80103,Diesel,Manual,First,25,1396,69,5,Tata,8
4442,Chevrolet Spark 1.0 LS,Kolkata,1517.63,2007,42100,Petrol,Manual,First,18,995,62,5,Chevrolet,17
4443,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,7358.21,2018,4500,Petrol,Manual,First,18,1197,81,5,Hyundai,6
4444,Toyota Fortuner 4x4 MT TRD Sportivo,Mumbai,27516.63,2014,97000,Diesel,Manual,First,12,2982,169,7,Toyota,10
4445,Mahindra E Verito D4,Chennai,19928.48,2016,50000,Electric,Automatic,First,17,72,41,5,Mahindra,8
4446,Hyundai Grand i10 1.2 Kappa Asta,Kochi,8676.55,2017,51223,Petrol,Manual,First,18,1197,81,5,Hyundai,7
4447,Honda City 1.5 S MT,Delhi,4752.18,2009,64000,Petrol,Manual,First,17,1497,118,5,Honda,15
4448,Hyundai Elite i20 Petrol Asta,Kochi,10025.56,2016,56911,Petrol,Manual,First,18,1197,81,5,Hyundai,8
4449,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,20235.07,2015,147848,Diesel,Manual,First,12,2494,102,8,Toyota,9
4450,Ford Mustang V8,Kochi,87072.13,2018,21290,Petrol,Automatic,First,13,4951,395,4,Ford,6
4451,Toyota Innova Crysta 2.8 GX AT,Kochi,29739.42,2019,14076,Diesel,Automatic,First,11,2755,171,7,Toyota,5
4452,Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,2529.38,2007,75180,Petrol,Manual,First,18,1061,64,5,Maruti,17
4453,Maruti Swift ZDi,Jaipur,6668.38,2013,92000,Diesel,Manual,Second,22,1248,74,5,Maruti,11
4454,Fiat Avventura MULTIJET Emotion,Hyderabad,9964.24,2015,57266,Diesel,Manual,First,20,1248,91,5,Fiat,9
4455,Maruti Zen Estilo VXI BSIII,Delhi,1701.59,2007,64000,Petrol,Manual,First,18,998,67,5,Maruti,17
4456,Renault Duster 85PS Diesel RxL,Mumbai,8431.28,2013,41000,Diesel,Manual,First,19,1461,83,5,Renault,11
4457,Mitsubishi Pajero 2.8 SFX,Delhi,16862.56,2012,45999,Diesel,Manual,First,10,2835,107,6,Mitsubishi,12
4458,Maruti Celerio VXI AT,Pune,5978.54,2015,50000,Petrol,Automatic,First,23,998,67,5,Maruti,9
4459,Tata Indica V2 DLS BSIII,Pune,2759.33,2013,70000,Diesel,Manual,First,17,1405,48,5,Tata,11
4460,Hyundai Elite i20 Petrol Asta,Kochi,9535.01,2016,37540,Petrol,Manual,First,18,1197,81,5,Hyundai,8
4461,Maruti Celerio VXI AT,Hyderabad,6591.73,2014,44000,Petrol,Automatic,First,23,998,67,5,Maruti,10
4462,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,9182.43,2017,22500,Petrol,Manual,First,18,1197,81,5,Hyundai,7
4463,Hyundai i20 1.2 Magna Executive,Delhi,9197.76,2017,17431,Petrol,Manual,First,18,1197,81,5,Hyundai,7
4464,Hyundai Verna 1.6 SX VTVT (O),Delhi,8967.82,2014,61566,Petrol,Manual,First,17,1591,121,5,Hyundai,10
4465,Land Rover Freelander 2 SE,Kochi,30567.22,2014,61730,Diesel,Automatic,First,12,2179,147,5,Land,10
4466,Maruti Swift VXI BSIII,Chennai,4445.58,2009,68000,Petrol,Manual,First,16,1298,88,5,Maruti,15
4467,Honda Amaze SX i-VTEC,Mumbai,6515.08,2014,29000,Petrol,Manual,First,18,1198,86,5,Honda,10
4468,Toyota Corolla Altis Diesel D4DG,Hyderabad,9182.43,2010,156210,Diesel,Manual,First,21,1364,87,5,Toyota,14
4469,Honda Amaze S Diesel,Kolkata,5058.77,2013,46500,Diesel,Manual,First,27,1498,98,5,Honda,11
4470,Audi A6 3.0 TDI quattro,Coimbatore,12386.32,2009,52830,Diesel,Automatic,Second,16,2967,241,5,Audi,15
4471,Maruti Wagon R VXI,Jaipur,6898.32,2017,39867,Petrol,Manual,First,22,998,67,5,Maruti,7
4472,Honda Mobilio E i DTEC,Hyderabad,9964.24,2014,58972,Diesel,Manual,First,24,1498,98,7,Honda,10
4473,Honda CR-V 2.4 4WD AT,Bangalore,5978.54,2006,66000,Petrol,Automatic,Second,10,2354,152,5,Honda,18
4474,Hyundai Verna 1.6 SX VTVT (O),Delhi,8048.04,2013,52000,Petrol,Manual,First,17,1591,121,5,Hyundai,11
4475,Hyundai Santa Fe 4x4 AT,Bangalore,26060.32,2014,58000,Diesel,Automatic,First,11,2199,194,7,Hyundai,10
4476,Hyundai i10 Sportz AT,Ahmedabad,5365.36,2012,58000,Petrol,Automatic,First,16,1197,78,5,Hyundai,12
4477,Ford Fusion Plus 1.4 TDCi Diesel,Hyderabad,4598.88,2008,75000,Diesel,Manual,Second,17,1399,68,5,Ford,16
4478,Hyundai i10 Sportz,Coimbatore,7465.52,2015,41008,Petrol,Manual,Second,20,1197,78,5,Hyundai,9
4479,Hyundai Xcent 1.1 CRDi SX Option,Jaipur,9197.76,2014,65000,Diesel,Manual,First,24,1120,71,5,Hyundai,10
4480,Skoda Superb Style 2.0 TDI AT,Mumbai,23760.88,2015,19000,Diesel,Automatic,First,18,1968,174,5,Skoda,9
4481,Ford Fiesta 1.4 Duratec EXI,Pune,2452.74,2008,74000,Petrol,Manual,Second,16,1388,68,5,Ford,16
4482,Maruti Baleno Zeta Automatic,Pune,11113.96,2017,33000,Petrol,Automatic,First,21,1197,83,5,Maruti,7
4483,Skoda Laura 1.9 TDI MT Ambiente,Mumbai,4982.12,2010,95000,Diesel,Manual,Second,17,1896,105,5,Skoda,14
4484,Volkswagen Vento 1.5 TDI Comfortline,Kolkata,5212.06,2012,34000,Diesel,Manual,First,20,1498,108,5,Volkswagen,12
4485,Audi Q7 3.0 TDI Quattro Technology,Coimbatore,46755.28,2014,102865,Diesel,Automatic,First,12,2967,241,7,Audi,10
4486,Hyundai Verna VTVT 1.6 SX Option,Kochi,12217.69,2016,52378,Petrol,Manual,First,17,1591,121,5,Hyundai,8
4487,Mercedes-Benz New C-Class 220 CDI AT,Delhi,20710.29,2012,38000,Diesel,Automatic,First,14,2143,170,5,Mercedes-Benz,12
4488,Honda Amaze S i-Dtech,Kochi,8323.97,2015,60334,Diesel,Manual,First,25,1498,98,5,Honda,9
4489,Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,3985.7,2010,107000,Petrol,Manual,First,16,1388,68,5,Ford,14
4490,Hyundai i20 Magna Optional 1.2,Bangalore,6821.67,2013,445000,Petrol,Manual,First,18,1197,82,5,Hyundai,11
4491,Maruti Alto 800 LXI,Kolkata,4215.64,2017,2196,Petrol,Manual,First,22,796,47,5,Maruti,7
4492,BMW 5 Series 530i Sedan,Kolkata,13413.4,2010,24000,Petrol,Automatic,First,10,2996,258,5,BMW,14
4493,Fiat Grande Punto 1.4 Emotion,Coimbatore,8293.31,2015,44846,Petrol,Manual,Second,14,1368,88,5,Fiat,9
4494,Maruti Dzire AMT ZDI Plus,Kochi,13106.81,2018,64035,Diesel,Automatic,First,28,1248,73,5,Maruti,6
4495,Mahindra XUV500 W6 2WD,Mumbai,12646.92,2014,45600,Diesel,Manual,First,15,2179,140,7,Mahindra,10
4496,Volvo XC90 2007-2015 D5 AT AWD,Kochi,36147.2,2014,102001,Diesel,Automatic,First,11,2400,200,7,Volvo,10
